0,1,2
256,196,cold
289,243,cold
438,269,cold
459,163,inconsistent
465,257,inconsistent
487,245,inconsistent
501,176,inconsistent
801,242,inconsistent
810,241,inconsistent
311,153,inconsistent
313,143,inconsistent
790,215,inconsistent
843,224,inconsistent
853,204,cold
318,269,inconsistent
375,264,cold
499,207,inconsistent
507,236,inconsistent
