0,1,2
408,160,cold
434,121,inconsistent
437,145,cold
697,235,both
837,240,inconsistent
846,219,inconsistent
884,158,inconsistent
897,146,cold
916,169,inconsistent
962,222,cold
249,154,inconsistent
302,143,inconsistent
336,145,both
405,156,cold
443,257,incongruous
681,168,cold
708,145,cold
716,164,inconsistent
717,199,cold
731,254,both
395,160,inconsistent
437,172,cold
590,203,both
601,183,inconsistent
